"n_train","n_test","rmse_test","r2_test","var_intra_fold_test","sd_intra_fold_test","mean_geo_dist_km","mean_covariate_dist","extrapolation_index","fold_id"
39064,1577,0.406256666010648,-0.674232821279794,0.0272800401437789,0.16516670410158,33.7111014934921,0.279237749862199,1098.86260500802,"s_6_-9"
40601,123,0.429670651023729,0.831629919807716,0.0725339192433977,0.269321219445104,7.09202724851286,0.935777545156233,3770.47887457882,"s_16_-12"
39521,1261,0.464627441496435,-0.026276915942995,0.076703824103308,0.276954552414847,53.2486205300028,0.512292939760889,2030.37092292925,"s_-10_-3"
39909,722,0.23697794115782,-0.223610876803396,0.0354903057561502,0.188388709205595,16.9178537294088,0.43483649854097,1737.93179436506,"s_-9_1"
37586,2741,0.138100848651594,0.915588028395126,0.0188889253733535,0.137436986918928,20.241125077114,1.11375692005834,4109.61752013684,"s_-7_24"
40593,112,0.957013172455099,-13.8994012522849,0.0169036518653509,0.130014044877278,9.67780291739042,1.36907181941101,5494.50930016776,"s_16_-10"
40624,66,0.195130250844599,0.827704167933614,0.0386534440630269,0.196604791556633,6.65719045601473,0.551367899914989,2230.72371373921,"s_-8_18"
38474,2001,0.225313803641158,-1.37863971682008,0.0212256018058555,0.145690088221044,20.8499062356446,0.419263439208701,1638.96454289844,"s_-9_0"
40648,123,0.251334429563245,-2.8549601723383,0.0147617837808986,0.121498081387726,12.1356048018455,0.442327112748721,1860.30807191308,"s_-6_-6"
40191,521,0.532437407613649,0.800289768060802,0.05451034466747,0.233474505390781,31.3363624189608,1.16257304069244,4542.32870146738,"s_5_-20"
39830,804,0.306901580788471,-0.266537408008304,0.0598501000246642,0.244642800884604,19.8131621198106,1.25129162013924,4947.22619662601,"s_9_-11"
38545,1950,0.351746779833674,0.254664226518845,0.0222349131499137,0.149113759089876,21.0702142922419,0.316972767325873,1242.16155087266,"s_7_-9"
40427,268,0.169334605874136,0.925873592104502,0.00480878294400781,0.0693453887724902,12.464756185089,0.542936348748071,2259.87992300795,"s_-8_9"
40176,506,0.397432725841485,0.0230208703663607,0.134148619117258,0.366263046344096,11.3049342797702,0.271683635973215,1091.31063983194,"s_-9_6"
40508,274,0.376608691190229,0.0141910710614798,0.144040534583912,0.379526724466027,21.5269945862211,0.277647352635176,1122.56448346412,"s_-10_-5"
40124,432,0.102213404201618,-2.31510532949954,0.00314446606873359,0.0560755389517888,9.83303512020085,0.500031512405041,2010.22787185074,"s_19_-3"
