"grid_id","mean_rmse_test","sd_rmse_test","mean_rmse_train","mean_r2_test","mtry","min.node.size","num.trees"
6,0.343120474613187,0.204016724416765,0.173461422254741,-1.00271914804737,4,10,300
1,0.344081151246149,0.194875228217707,0.177787032458016,-0.849452622989778,2,5,300
4,0.346016141641502,0.196454026986858,0.177912041541727,-0.814305295194144,2,10,300
3,0.351083524841821,0.210080197774517,0.173462427579616,-1.02304389786502,4,5,300
5,0.351188781067693,0.202027807644127,0.174024922852249,-1.06327248256482,3,10,300
2,0.351858259829851,0.203639269319079,0.174018186483589,-0.97221632461937,3,5,300
