"n_train","n_test","rmse_test","r2_test","var_intra_fold_test","sd_intra_fold_test","mean_geo_dist_km","mean_covariate_dist","extrapolation_index","fold_id"
36586,7855,0.187545105137406,0.363255982378534,0.0358197012008517,0.189260934164586,443.212375286545,1.03917102715709,3536.74370644294,"s_-1_-1"
39850,208,0.153533058448576,-0.679072773989757,0.0130166611795882,0.114090583220475,204.50812867279,0.250048078426721,872.644959252147,"s_-2_-1"
44441,203,0.600106790071058,0.0629905402442099,0.102631420832574,0.320361390983018,904.22517711176,0.462473171171251,1932.13402975564,"s_3_-4"
44571,78,0.312899807598345,-0.066095049793073,0.00619786627862468,0.0787265284299053,897.367834090725,1.27856578388011,17113.5455821311,"s_1_0"
35593,9029,0.203469721270778,0.287534785834242,0.0402205742991281,0.200550677633181,341.370442282395,0.531165303535643,1755.26377789698,"s_-1_0"
40681,3968,0.333356314908461,0.187483123030003,0.023100751517401,0.151989313826338,394.626238950459,1.01203052202355,3644.79345273958,"s_-1_2"
37188,5938,0.22500197950096,-0.298714544560289,0.0388775035902852,0.197173790322865,282.974510514597,0.492768019176282,1885.4020944883,"s_1_-2"
35108,5667,0.224002616775643,-0.687735655049832,0.029700167393835,0.17233736505423,326.256824795141,0.905588870908091,2408.58527924902,"s_0_-2"
41070,3579,0.1950184873966,-0.0684725392838397,0.0175225739151068,0.13237285943541,387.790249737135,0.954964845870719,3550.83125885044,"s_2_-1"
31853,5981,0.300925145540927,-1.96789616791073,0.0303888744927036,0.174324050241794,439.242578425803,0.766197797642561,2342.13281749967,"s_-1_1"
