"fod","year","n_days","log_mean","var_log","sd_log","mean_c","ymin","ymax","letter","y"
"8","2018",15,-0.583176842384416,0.00967115566788346,0.0983420340845331,0.261109791283022,0.208200190971499,0.327465228469441,"a",10.3553597647085
"8","2021",24,-0.655812422735372,0.0241101958172411,0.155274582006332,0.2208958604093,0.154494490072809,0.315836384345934,"a",9.98762342485502
"8","2022",12,-0.657432618379307,0.0109581359938977,0.104681115746336,0.220073313111108,0.172936340989082,0.280058331676842,"a",8.85622205805702
"8","2023",8,-0.711030102815925,0.0148399232946494,0.121819223830434,0.194522524503279,0.146943599272372,0.257507048462798,"a",8.14308786689803
"9","2018",24,-0.607398071345543,0.00322649748982771,0.0568022665905834,0.246945961758922,0.216670438404062,0.281451906767803,"a",8.90029077183617
"9","2021",50,-0.622006621106573,0.00447107263066212,0.0668660798212526,0.238777487942862,0.204704457224797,0.278521970265127,"a",8.80763804435493
"9","2022",31,-0.646390982124797,0.00358903361417927,0.0599085437494459,0.225740258420148,0.196652953830553,0.259129920395215,"a",8.19440758347
"9","2023",28,-0.735971424102955,0.00416036258782871,0.0645008727679611,0.183665918867201,0.158317055205434,0.213073504364775,"b",6.73797582826517
"10","2018",24,-0.56304635061046,0.00595762239322652,0.0771856359255174,0.273497681697949,0.228964426965689,0.326692591008305,"a",10.3309268228809
"10","2021",49,-0.613407590276162,0.00751947145315167,0.0867148859951489,0.243552397866353,0.199469970631489,0.297376945104368,"a",9.40388470152661
"10","2022",31,-0.714235009094254,0.00659422798496688,0.0812048519792191,0.193092315682937,0.160162241764669,0.232792960219565,"b",7.36155977546798
"10","2023",28,-0.737623882000903,0.00583626587383993,0.0763954571544665,0.182968411657861,0.153454864774849,0.218158216839324,"b",6.89876855493162
"11","2018",20,-0.909982400773795,0.0146011219870217,0.120835102462082,0.123031862688471,0.0931499222557633,0.162499751690971,"ab",5.13869334555265
"11","2021",47,-0.873819511517625,0.0069368865799407,0.083287973801388,0.133715110783721,0.110380540077659,0.161982636063596,"a",5.12234071359096
"11","2022",31,-0.884277442751269,0.00773488120369591,0.0879481733960172,0.130533672621748,0.106604216804456,0.159834575018512,"a",5.05441305903549
"11","2023",27,-0.946086852627314,0.00138919783445859,0.0372719443342924,0.11321739221524,0.103906137962477,0.123363048144938,"b",3.90108211239014
"12","2018",24,-0.470851415193516,0.00725064490775406,0.0851507187741481,0.338180517832473,0.277969960927662,0.411433171626778,"a",13.0106592728758
"12","2021",50,-0.669362754445487,0.0165307265000516,0.128571872896258,0.214110144982374,0.159244841407372,0.287878425318029,"b",9.10351513227654
"12","2022",31,-0.781578692050341,0.00827852292428941,0.090986388675941,0.165356513965465,0.134101896341224,0.203895526139595,"c",6.44774267319518
"12","2023",28,-0.668997918761493,0.00681147444154546,0.0825316572082826,0.214290087036664,0.177202736385882,0.259139572778288,"b",8.19471281862358
"13","2018",24,-1.01344703455798,0.00342167628047792,0.0584950962088098,0.0969511501228551,0.0847340313727147,0.110929757003998,"a",3.50790692421649
"13","2021",50,-1.07762786282353,0.00200504332245215,0.0447777101072861,0.0836319334522941,0.0754387401725525,0.0927149668323032,"b",2.93190468377045
"13","2022",31,-1.11310934494004,0.0017280839585304,0.0415702292335561,0.0770709398482485,0.070035853536754,0.0848126990552793,"c",2.68201303521094
"13","2023",28,-1.0520639383229,0.00201248396990762,0.0448607174475355,0.0887025411501609,0.0799973027489603,0.0983550761853437,"b",3.11026060185071
