"grid_id","mean_rmse_test","sd_rmse_test","mean_rmse_train","mean_r2_test","mtry","min.node.size","num.trees"
1,0.414481160856362,0.215640779131236,0.17222942897499,0.085937672840823,2,5,300
4,0.419668637199586,0.215135717515936,0.172189835740509,0.0740030298143415,2,10,300
2,0.419937720736808,0.21821800362275,0.16847681535438,0.0286977185180725,3,5,300
6,0.422469767144145,0.229490068188816,0.167912800296471,0.0154455386288263,4,10,300
3,0.423019514129453,0.233980800812646,0.167913506323691,-0.0119264707764766,4,5,300
5,0.426549329547813,0.227924309684424,0.168472644543889,0.0294866308478024,3,10,300
