"year","community","n_days","m","var_v","sd_v","mean_c","ymin","ymax","letter","y","variable"
"2018","1",1,1.83015168372289,0,0,67.6319148536551,67.6319148536551,67.6319148536551,"a",2138.70893456123,"NASC (120 kHz) par communaute phytoplanctonique par annee"
"2018","3",3,1.74632592132741,0.0421322862812743,0.205261507061783,55.7604052375686,34.7587711595905,89.4514589708096,"a",2828.70350372859,"NASC (120 kHz) par communaute phytoplanctonique par annee"
"2018","4",1,2.20385369454598,0,0,159.901925905003,159.901925905003,159.901925905003,"a",5056.54288107291,"NASC (120 kHz) par communaute phytoplanctonique par annee"
"2018","5",2,2.77168911560071,0.0295151762723987,0.171799814529582,591.138323535447,398.005708474007,877.988707478853,"a",27764.4407554049,"NASC (120 kHz) par communaute phytoplanctonique par annee"
"2021","1",2,2.26334041336469,0.779330290832991,0.882796857058854,183.375120976444,24.0183714109862,1400.02976961812,"a",44272.8286403408,"NASC (120 kHz) par communaute phytoplanctonique par annee"
"2021","2",1,2.1233706105034,0,0,132.85276894714,132.85276894714,132.85276894714,"a",4201.17343333052,"NASC (120 kHz) par communaute phytoplanctonique par annee"
"2021","3",3,2.41631766698032,0.0104084659907807,0.102021889762838,260.806053205524,206.203378783184,329.867521036905,"a",10431.3269259013,"NASC (120 kHz) par communaute phytoplanctonique par annee"
"2021","4",1,1.95196351450299,0,0,89.52895482543,89.52895482543,89.52895482543,"a",2831.15413782681,"NASC (120 kHz) par communaute phytoplanctonique par annee"
"2021","5",7,2.12888484577977,0.109006896771529,0.330161925078482,134.550354327196,62.9104686844892,287.770830962472,"a",9100.11270000716,"NASC (120 kHz) par communaute phytoplanctonique par annee"
"2021","6",1,1.95069554967731,0,0,89.267947569312,89.267947569312,89.267947569312,"a",2822.90036367518,"NASC (120 kHz) par communaute phytoplanctonique par annee"
"2022","1",5,2.54554482234542,0.0132194981055681,0.114976076231398,351.192168228909,269.50619101172,457.636756181081,"a",14471.7449054336,"NASC (120 kHz) par communaute phytoplanctonique par annee"
"2022","2",4,2.07305692160511,0.0254976847845458,0.159679944841379,118.319662340464,81.9175541251042,170.89795521704,"b",5404.26785951303,"NASC (120 kHz) par communaute phytoplanctonique par annee"
"2022","3",2,2.25265742344062,0.00651079929194806,0.0806895240532999,178.919396015783,148.582581431609,215.450222779899,"ab",6813.13426375174,"NASC (120 kHz) par communaute phytoplanctonique par annee"
"2022","4",5,2.20785825328292,0.0199172989622008,0.141128661023198,161.383174219725,116.608334454317,223.350492425029,"ab",7062.96272583277,"NASC (120 kHz) par communaute phytoplanctonique par annee"
"2022","5",7,2.21253633529968,0.0577298881258087,0.240270447882815,163.130938721316,93.8136184761657,283.665672429626,"ab",8970.29618880846,"NASC (120 kHz) par communaute phytoplanctonique par annee"
"2022","6",1,2.78466660642297,0,0,609.069155387744,609.069155387744,609.069155387744,"a",19260.4578358029,"NASC (120 kHz) par communaute phytoplanctonique par annee"
"2023","1",1,2.04409042823588,0,0,110.685422774264,110.685422774264,110.685422774264,"a",3500.18039745348,"NASC (120 kHz) par communaute phytoplanctonique par annee"
"2023","2",2,2.06516953660694,0.0703899769041301,0.265311094574143,116.190209990585,63.0751717911201,214.03294694723,"a",6768.3160667123,"NASC (120 kHz) par communaute phytoplanctonique par annee"
"2023","3",1,2.1320267146546,0,0,135.527277636343,135.527277636343,135.527277636343,"a",4285.74882412846,"NASC (120 kHz) par communaute phytoplanctonique par annee"
"2023","4",2,2.20979993966284,0.0967031883908483,0.31097136265394,162.106317293855,79.2188579234397,331.719729309561,"a",10489.8988943273,"NASC (120 kHz) par communaute phytoplanctonique par annee"
"2023","5",9,2.34444475144579,0.0258163255524087,0.160674595230262,221.026706040063,152.675783090093,319.977430566661,"a",10118.5748043903,"NASC (120 kHz) par communaute phytoplanctonique par annee"
"2023","6",2,2.27992172401743,0.0422079105850326,0.205445639002225,190.511731417703,118.706933174269,305.750631721639,"a",9668.68392275707,"NASC (120 kHz) par communaute phytoplanctonique par annee"
