"grid_id","mean_rmse_test","sd_rmse_test","mean_rmse_train","mean_r2_test","mtry","min.node.size","num.trees"
3,0.275927310298377,0.118996535289877,0.143238963754931,-0.036983124888109,4,5,300
6,0.276731187585891,0.119072676482751,0.14324163748542,-0.0433812430805585,4,10,300
5,0.277388549211133,0.117987293841197,0.143619492228825,-0.0413206467603421,3,10,300
2,0.277792270784939,0.116965580283054,0.143605752748404,-0.0429564277426001,3,5,300
1,0.279807968425521,0.122062432623897,0.145963407445598,-0.0376851393963787,2,5,300
4,0.28012230709325,0.123937484884403,0.145964212531809,-0.0314655791032295,2,10,300
