"n_train","n_test","rmse_test","r2_test","var_intra_fold_test","sd_intra_fold_test","mean_geo_dist_km","mean_covariate_dist","extrapolation_index","fold_id"
42735,1914,0.610125864080593,-0.0558794043703159,0.0667116378338889,0.258285961356573,387.827348575444,1.23755706847941,4438.78880107287,"t_0"
41439,3210,0.275713950065007,0.0759870013262236,0.0791922010361452,0.281411089042605,197.782465414721,0.614068933823716,2973.50988234756,"t_56"
44571,78,0.321483396556102,-0.125388390918792,0.00619786627862468,0.0787265284299053,897.367834090725,1.27856578388011,17113.5455821311,"t_57"
20457,24192,0.288565981607959,-0.587876258524431,0.0450202752632776,0.212179818228025,318.909222390058,9.95477546763018,11265.6963344657,"t_74"
30004,9660,0.207601449185156,0.512631433883542,0.0222622167271613,0.149205283844646,120.49455586464,0.842582692325307,2396.2304513954,"t_91"
29394,5595,0.180147903339739,0.0871378721198334,0.0214149177674981,0.146338367380185,138.754292332719,0.674125186563032,1851.98517614289,"t_92"
