"grid_id","mean_rmse_test","sd_rmse_test","mean_rmse_train","mean_r2_test","mtry","min.node.size","num.trees"
1,0.338795656454339,0.167331272057973,0.146361181968873,-0.291278805856597,2,5,300
4,0.338991920967864,0.165156337462408,0.146350732917891,-0.307783426690875,2,10,300
5,0.342241638148814,0.166213604891951,0.144004909426414,-0.351361645425411,3,10,300
6,0.343029261800856,0.168085987856395,0.143611840409971,-0.366514590838794,4,10,300
2,0.343188669137812,0.165453503364598,0.143987193501833,-0.363790012956205,3,5,300
3,0.343367406125958,0.167451873452595,0.143599861778213,-0.377288915759073,4,5,300
