"year","fod","n_days","m","var_v","sd_v","mean_c","ymin","ymax","letter","variable"
"2018","C1",24,0.0219334248072233,5.49994612105142e-05,0.00741616216182698,0.0219334248072233,0.0145172626453963,0.0293495869690502,"a","chlb_totpig"
"2018","C2",24,0.0317069593603484,0.000127518068706181,0.0112923898580496,0.0317069593603484,0.0204145695022988,0.042999349218398,"a","chlb_totpig"
"2018","C3",24,0.0226336387394491,6.5723646842544e-05,0.00810701220194863,0.0226336387394491,0.0145266265375004,0.0307406509413977,"a","chlb_totpig"
"2018","C4",24,0.0293413665761171,0.000113759193323738,0.0106657954848074,0.0293413665761171,0.0186755710913097,0.0400071620609244,"a","chlb_totpig"
"2018","C5",24,0.0340265432717049,0.000161385804395555,0.0127037712666576,0.0340265432717049,0.0213227720050473,0.0467303145383625,"a","chlb_totpig"
"2018","C6",24,0.0251792394785675,8.03534893546566e-05,0.00896401078505914,0.0251792394785675,0.0162152286935083,0.0341432502636266,"a","chlb_totpig"
"2018","T1-2",24,0.0257661798102563,9.05811253855232e-05,0.00951741169570399,0.0257661798102563,0.0162487681145523,0.0352835915059603,"a","chlb_totpig"
"2018","T1-3",24,0.0153785116189695,0.000586343189430326,0.0242145243486286,0.0153785116189695,-0.0088360127296591,0.0395930359675981,"a","chlb_totpig"
"2018","T2-3",24,0.0290357849529196,0.000117958386882617,0.0108608649233207,0.0290357849529196,0.0181749200295989,0.0398966498762403,"a","chlb_totpig"
"2018","T3-4",24,0.0311890821580928,0.000146716789979304,0.0121126706377786,0.0311890821580928,0.0190764115203141,0.0433017527958714,"a","chlb_totpig"
"2018","T4-6",24,0.0136592972723835,6.61855657561409e-05,0.00813545117102554,0.0136592972723835,0.00552384610135791,0.021794748443409,"a","chlb_totpig"
"2018","T4-5",24,0.0392616379828134,0.000205646016386277,0.0143403631887856,0.0392616379828134,0.0249212747940278,0.053602001171599,"a","chlb_totpig"
"2018","T5-6",24,0.040876573863489,0.000164906445613271,0.0128415904627609,0.040876573863489,0.0280349834007281,0.0537181643262499,"a","chlb_totpig"
"2018","NA",24,0.0239714686047462,0.000102630333262211,0.0101306630218466,0.0239714686047462,0.0138408055828996,0.0341021316265928,"a","chlb_totpig"
"2021","0",3,0,0,0,0,0,0,"a","chlb_totpig"
"2021","C1",50,0.0148159637761774,8.68520908831138e-05,0.00931944691937852,0.0148159637761774,0.0054965168567989,0.0241354106955559,"b","chlb_totpig"
"2021","C2",50,0.0191428456993565,0.000115590643219912,0.0107513089072871,0.0191428456993565,0.00839153679206933,0.0298941546066436,"b","chlb_totpig"
"2021","C3",50,0.0132255890161376,7.21284712663887e-05,0.00849284824227943,0.0132255890161376,0.00473274077385821,0.0217184372584171,"b","chlb_totpig"
"2021","C4",50,0.0181136556348539,0.000113808985172417,0.0106681294129954,0.0181136556348539,0.00744552622185853,0.0287817850478493,"b","chlb_totpig"
"2021","C5",50,0.0225404885967144,0.00014838577514247,0.0121813700026914,0.0225404885967144,0.0103591185940229,0.0347218585994058,"b","chlb_totpig"
"2021","C6",50,0.0156875579735034,8.85272926455618e-05,0.00940889433703885,0.0156875579735034,0.00627866363646455,0.0250964523105423,"b","chlb_totpig"
"2021","T1-2",50,0.0162485872687877,9.90239590392692e-05,0.00995107828525478,0.0162485872687877,0.00629750898353289,0.0261996655540424,"b","chlb_totpig"
"2021","T1-3",48,0.00575734217849413,6.3955015891473e-05,0.00799718799900772,0.00575734217849413,-0.00223984582051359,0.0137545301775018,"b","chlb_totpig"
"2021","T2-3",50,0.0171966112741668,0.000113395580193295,0.0106487360843104,0.0171966112741668,0.00654787518985639,0.0278453473584772,"b","chlb_totpig"
"2021","T3-4",50,0.0190505036743348,0.000137715624529664,0.0117352300586594,0.0190505036743348,0.00731527361567538,0.0307857337329942,"b","chlb_totpig"
"2021","T4-6",50,0.00460436358635554,3.13762877950925e-05,0.0056014540786382,0.00460436358635554,-0.000997090492282654,0.0102058176649937,"b","chlb_totpig"
