"n_train","n_test","rmse_test","r2_test","var_intra_fold_test","sd_intra_fold_test","mean_geo_dist_km","mean_covariate_dist","extrapolation_index","fold_id"
39858,618,0.207468847806737,-1.37764471172812,0.0168039383614591,0.12963000563704,10.0434605272501,0.62486988089582,2493.11527737785,"s_-27_2"
39656,680,0.0629202938342869,0.445364982404142,0.00210376338092535,0.0458668004217141,8.77466564358916,0.705029195495912,2815.43720791182,"s_56_-8"
40504,176,0.538090152805497,0.787334456682559,0.0563619612521106,0.237406742221258,19.9626725538546,0.813861043405968,3246.74440679777,"s_17_-59"
40407,96,0.118058221162067,0.604786946057829,0.013982761953417,0.118248729183095,5.84642198269314,1.10340941328609,4455.9640677735,"s_-24_-16"
40344,126,0.274904638320859,0.36826436239062,0.0128667954720936,0.113431897948036,7.1885928739595,0.213594851713372,862.565865817559,"s_23_-26"
39906,434,0.229460474769002,-0.183504592177526,0.0358260715379302,0.1892777629251,7.4413527483781,0.799699721456837,3197.56934864339,"s_56_-10"
40371,260,0.164491081629401,0.898578089515521,0.0247578861440613,0.157346389040427,11.9056986632234,0.855185818736603,3443.9903900386,"s_-23_44"
40396,317,0.476010019224037,0.80724283265078,0.130672285285815,0.361486217283336,15.8548914416323,0.526647471294763,2126.18498797585,"s_76_-70"
39799,655,0.173295043437804,-0.953570104505374,0.0153684663391351,0.123969618613332,9.91721581199398,0.42190710442854,1691.78040468512,"s_-27_0"
40278,347,0.220376481879232,0.792789437129875,0.0462816208451306,0.215131636086213,10.9773514199349,0.366187837188068,1474.01907846614,"s_-23_50"
39953,550,0.147461398604732,0.69260235895201,0.0214568052301964,0.146481415989184,10.1611843382737,0.198573939205401,795.215781661996,"s_20_-26"
40500,236,0.358615890061549,-0.203677571341019,0.100773195554912,0.317447941487911,30.0597457481494,0.236005530038125,952.931654857043,"s_35_-37"
40269,410,0.272725087414057,0.443078877222132,0.0690184592082639,0.262713644884052,10.0962003112351,0.455961317750949,1839.55318163615,"s_-25_26"
40387,228,0.183660997875224,0.85509450662801,0.0330722456310515,0.181857762086339,9.72936946658055,0.323025174277153,1302.05859517064,"s_-23_46"
40011,489,0.185246886984936,-1.07879564283829,0.0127777428429953,0.113038678526402,9.37094531617788,0.894081559021737,3589.15101289134,"s_-24_-17"
39440,901,0.164049661272855,-0.159490411373862,0.0230542473064192,0.151836251621341,10.120916539242,0.737621964610381,2917.53092486476,"s_-1_-23"
40276,299,0.417927577833799,-0.362896701954602,0.119828498981974,0.346162532608563,11.8243291252993,0.311159470478778,1252.24583518453,"s_-26_20"
40261,383,0.412610042277756,0.0566471445927733,0.0538559346519578,0.232068814475271,10.996378340045,2.1527796786742,8577.01106258808,"s_51_-29"
40700,82,0.0586954842980589,0.99160124275286,0.00158802958222452,0.0398500888609363,10.7476075276622,0.427294481945822,1732.18583264679,"s_-24_26"
40188,441,0.420747517712208,0.398562024600184,0.0556774716282818,0.235960741709891,11.4273576715084,0.291656865627886,1164.20729795775,"s_-25_24"
39825,701,0.207819399107424,0.641973679979072,0.0244424917054165,0.156340946988997,12.8261927913368,0.339519171716539,1351.65353865927,"s_-20_75"
40425,255,0.429245545500623,0.29579903880772,0.222065253401368,0.471238000803593,12.7113044296942,0.214339182172058,866.310858558535,"s_31_-33"
40043,490,0.355971341784456,0.0769159533344924,0.104490152508872,0.323249365829034,9.76266221408759,0.548138374734014,2253.76985884913,"s_-25_22"
40484,54,0.306050113983136,0.910055784589759,0.0334529727454888,0.182901538390164,6.49284587875479,0.321147467106738,1291.50398537194,"s_47_-35"
39802,534,0.191879590012196,0.108804003523885,0.0230802649072321,0.151921903974483,7.98948675577254,0.330755490672499,1325.28060749936,"s_-2_-23"
39625,785,0.17830274072822,0.339182210893234,0.0284563660057957,0.168690147921554,9.982515826905,0.31610680209477,1264.06252822998,"s_-27_-1"
40354,428,0.392121898004146,-8.50457049631328,0.0119695560523196,0.109405466281715,49.0938942707328,0.807571650876229,3258.07752378472,"s_54_-13"
40359,288,0.232461266280996,0.854588816653387,0.00907703197143626,0.0952734589034966,9.92499426898954,0.308394391453528,1246.40614786644,"s_-24_31"
39801,683,0.202059564615965,-0.445225114622461,0.0282379947885934,0.168041645994656,15.7954288339843,1.36715133751003,5390.29992427063,"s_-27_-16"
40624,66,0.195141870631921,0.82768364727599,0.0386534440630269,0.196604791556633,6.65719045601473,0.551367899914989,2230.72371373921,"s_-22_54"
