"n_train","n_test","rmse_test","r2_test","var_intra_fold_test","sd_intra_fold_test","mean_geo_dist_km","mean_covariate_dist","extrapolation_index","fold_id"
42743,1758,0.231934633041537,0.0132052218953256,0.0108299972452912,0.104067272690752,26.4130754378245,0.854945249974641,3262.16940121925,"s_20_-6"
44503,132,0.132603440646814,0.26818268671126,0.0175373825071358,0.1324287827745,16.8343214945369,0.52721454677253,2138.84356122754,"s_-5_-8"
44194,383,0.235330458451345,-0.0518609404295276,0.0526650391805067,0.229488647171285,22.2909674115123,7.53728467263919,29158.1852032552,"s_-9_-6"
43382,1267,0.216157769838027,-0.319232745784291,0.0310204963151563,0.176126364622552,50.7010072429555,0.860359989266301,3301.18987130723,"s_-7_15"
43019,1415,0.100010707061607,-0.74966814697635,0.00568790481994774,0.0754181995273537,22.6863614432787,0.92609249931419,3565.79070341464,"s_20_-5"
43886,591,0.130170924220381,0.734808062605415,0.0127597012146292,0.112958847438477,12.6465242969992,0.39256405908903,1530.45800128393,"s_-8_-4"
43737,786,0.180441924169847,0.471458405115848,0.0311820946183994,0.176584525421678,19.6539860952889,0.333959143457296,1295.56523643123,"s_-9_-5"
43262,1203,0.158723963210414,0.0210240936717053,0.0243671559694665,0.156099826936056,28.8588257463107,0.718816137043778,2771.58147304306,"s_-7_12"
43924,584,0.237163452770195,0.818251269355267,0.0318619488196883,0.178499156355677,24.5402569475968,1.24701444948749,4682.3373765916,"s_7_-22"
42779,1626,0.138801715739235,0.153312097621467,0.0140890867719324,0.118697458995264,20.2053466963039,0.237943190415178,912.416989702926,"s_8_-11"
