"grid_id","mean_rmse_test","sd_rmse_test","mean_rmse_train","mean_r2_test","mtry","min.node.size","num.trees"
1,0.325547466733183,0.107416416163523,0.209700265342425,-0.192619339733446,2,5,300
4,0.325714931899526,0.10734786936629,0.20990399901218,-0.192523604387989,2,10,300
2,0.330268755395279,0.113918766421689,0.203485259054621,-0.230279843386358,3,5,300
5,0.333573561819517,0.120009679293399,0.203501338521668,-0.252593899853446,3,10,300
3,0.334550992749506,0.122207559110003,0.202516376658938,-0.260863254156193,4,5,300
6,0.335691544372658,0.122538398689876,0.202524845948787,-0.270666971008958,4,10,300
