"year","fod","n_days","m","var_v","sd_v","mean_c","ymin","ymax","letter","val_min","val_max","y","variable"
"2018","C1",24,0.0640247755603085,0.000106593058817368,0.0103243914502196,0.0640247755603085,0.0537003841100889,0.0743491670105281,"ab",0.0115494686292681,0.167303845055852,0.219951661216534,"chlb_chla"
"2018","C2",24,0.0615729655607471,8.68826213345875e-05,0.00932108477241719,0.0615729655607471,0.0522518807883299,0.0708940503331643,"ab",0.0113617722946086,0.180416609042303,0.219951661216534,"chlb_chla"
"2018","C3",24,0.0632329562581687,3.53643346768083e-05,0.005946791965153,0.0632329562581687,0.0572861642930157,0.0691797482233217,"a",0.011307980517612,0.191809367017186,0.219951661216534,"chlb_chla"
"2018","C4",24,0.0928843494192261,0.000136923644009396,0.011701437689848,0.0928843494192261,0.0811829117293781,0.104585787109074,"a",0.0113688604239701,0.207406379850985,0.219951661216534,"chlb_chla"
"2018","C5",24,0.0926011955017196,0.000122436141482299,0.0110650866007591,0.0926011955017196,0.0815361089009605,0.103666282102479,"a",0.0121053101766979,0.216960656552686,0.219951661216534,"chlb_chla"
"2018","C6",17,0.0917852677787257,0.000200899040867487,0.014173885877468,0.0917852677787257,0.0776113819012577,0.105959153656194,"a",0.017497604647314,0.175107553219626,0.219951661216534,"chlb_chla"
"2018","T1-2",23,0.0630910880404157,0.000211752150016643,0.0145517060861139,0.0630910880404157,0.0485393819543018,0.0776427941265296,"a",0.0133429581761883,0.174164471798366,0.219951661216534,"chlb_chla"
"2018","T1-3",8,0.0596320203837178,0.00012829124421745,0.0113265724832118,0.0596320203837178,0.048305447900506,0.0709585928669295,"a",0.0407491607160677,0.115432375830376,0.219951661216534,"chlb_chla"
"2018","T2-3",22,0.0585037614186831,4.24244988235192e-05,0.00651340915523654,0.0585037614186831,0.0519903522634465,0.0650171705739196,"a",0.0115974473998744,0.175561316535564,0.219951661216534,"chlb_chla"
"2018","T3-4",24,0.0718832728397167,8.18025075285691e-05,0.00904447386687413,0.0718832728397167,0.0628387989728426,0.0809277467065908,"ab",0.011740085820178,0.187924847407003,0.219951661216534,"chlb_chla"
"2018","T4-6",16,0.0798669447830089,0.000261607383970155,0.016174281559629,0.0798669447830089,0.0636926632233799,0.0960412263426379,"a",0.0168821173056531,0.179219347107902,0.219951661216534,"chlb_chla"
"2018","T4-5",24,0.0889726484020593,0.000294890099203991,0.0171723644034242,0.0889726484020593,0.0718002839986351,0.106145012805483,"a",0.0123132972106835,0.210805463831739,0.219951661216534,"chlb_chla"
"2018","T5-6",21,0.0805850206666599,0.000376785821037731,0.0194109716665017,0.0805850206666599,0.0611740490001582,0.0999959923331615,"a",0.025892840609033,0.19186531657827,0.219951661216534,"chlb_chla"
"2018","NA",20,0.070795407861406,0.000409267706979086,0.0202303659625595,0.070795407861406,0.0505650418988465,0.0910257738239655,"ab",0.0168250987143259,0.180412136854266,0.219951661216534,"chlb_chla"
"2021","C1",49,0.0707524787957035,6.56157461111284e-05,0.00810035469045204,0.0707524787957035,0.0626521241052515,0.0788528334861556,"c",0.0115494686292681,0.167303845055852,0.219951661216534,"chlb_chla"
"2021","C2",50,0.0657245441473433,7.3764793302452e-05,0.00858864327483986,0.0657245441473433,0.0571359008725035,0.0743131874221832,"a c",0.0113617722946086,0.180416609042303,0.219951661216534,"chlb_chla"
"2021","C3",50,0.0729686579576349,0.000144627363548473,0.0120261117385659,0.0729686579576349,0.0609425462190689,0.0849947696962008,"b",0.011307980517612,0.191809367017186,0.219951661216534,"chlb_chla"
"2021","C4",50,0.0866906110077379,0.000112776411430258,0.0106196238836532,0.0866906110077379,0.0760709871240847,0.0973102348913912,"a",0.0113688604239701,0.207406379850985,0.219951661216534,"chlb_chla"
"2021","C5",50,0.0875829450388502,7.35347584453403e-05,0.00857524101383397,0.0875829450388502,0.0790077040250162,0.0961581860526842,"a",0.0121053101766979,0.216960656552686,0.219951661216534,"chlb_chla"
"2021","C6",34,0.0859481314322483,0.000249140136683374,0.0157841736142053,0.0859481314322483,0.0701639578180431,0.101732305046454,"a",0.017497604647314,0.175107553219626,0.219951661216534,"chlb_chla"
"2021","T1-2",46,0.0659601225587647,0.000110929697436043,0.0105323168123658,0.0659601225587647,0.0554278057463989,0.0764924393711304,"a",0.0133429581761883,0.174164471798366,0.219951661216534,"chlb_chla"
"2021","T1-3",9,0.0684115483367766,0.000226698460855715,0.0150565089199228,0.0684115483367766,0.0533550394168538,0.0834680572566994,"a",0.0407491607160677,0.115432375830376,0.219951661216534,"chlb_chla"
"2021","T2-3",48,0.0690496948936721,0.000173098247784243,0.0131566807282172,0.0690496948936721,0.0558930141654549,0.0822063756218894,"bc",0.0115974473998744,0.175561316535564,0.219951661216534,"chlb_chla"
"2021","T3-4",47,0.0797276446319207,0.000239496539687924,0.0154756757425298,0.0797276446319207,0.0642519688893909,0.0952033203744504,"a c",0.011740085820178,0.187924847407003,0.219951661216534,"chlb_chla"
"2021","T4-6",37,0.0716737970823203,0.00034457223286771,0.0185626569452681,0.0716737970823203,0.0531111401370522,0.0902364540275884,"a",0.0168821173056531,0.179219347107902,0.219951661216534,"chlb_chla"
"2021","T4-5",50,0.0776308757575296,0.000154936944471816,0.0124473669694364,0.0776308757575296,0.0651835087880933,0.090078242726966,"b",0.0123132972106835,0.210805463831739,0.219951661216534,"chlb_chla"
"2021","T5-6",27,0.0783922489178792,0.000399746648215851,0.0199936652021547,0.0783922489178792,0.0583985837157245,0.0983859141200339,"a",0.025892840609033,0.19186531657827,0.219951661216534,"chlb_chla"
"2021","NA",47,0.0746979342847707,0.000340408199463768,0.0184501544563662,0.0746979342847707,0.0562477798284045,0.0931480887411368,"ab",0.0168250987143259,0.180412136854266,0.219951661216534,"chlb_chla"
"2022","C1",29,0.0695332411178232,0.000148247153210462,0.01217567875769,0.0695332411178232,0.0573575623601332,0.0817089198755131,"a c",0.0115494686292681,0.167303845055852,0.219951661216534,"chlb_chla"
"2022","C2",31,0.0693226769691634,0.000133797436320423,0.0115670841753842,0.0693226769691634,0.0577555927937793,0.0808897611445476,"c",0.0113617722946086,0.180416609042303,0.219951661216534,"chlb_chla"
"2022","C3",31,0.0867780994698655,0.000230148440993216,0.0151706440533425,0.0867780994698655,0.071607455416523,0.101948743523208,"c",0.011307980517612,0.191809367017186,0.219951661216534,"chlb_chla"
"2022","C4",31,0.0912352401252982,0.000141473327489807,0.0118942560713063,0.0912352401252982,0.0793409840539919,0.103129496196604,"a",0.0113688604239701,0.207406379850985,0.219951661216534,"chlb_chla"
"2022","C5",31,0.0862587214622772,0.000123610188789949,0.0111180119081582,0.0862587214622772,0.0751407095541189,0.0973767333704355,"a",0.0121053101766979,0.216960656552686,0.219951661216534,"chlb_chla"
"2022","C6",26,0.0882965450552725,0.00018553929068767,0.013621280802027,0.0882965450552725,0.0746752642532455,0.101917825857299,"a",0.017497604647314,0.175107553219626,0.219951661216534,"chlb_chla"
"2022","T1-2",26,0.0678224568903521,0.000314157518776604,0.0177244892388075,0.0678224568903521,0.0500979676515446,0.0855469461291596,"a",0.0133429581761883,0.174164471798366,0.219951661216534,"chlb_chla"
"2022","T1-3",6,0.0700258822523328,0.000290722853771704,0.0170505968743532,0.0700258822523328,0.0529752853779796,0.0870764791266861,"a",0.0407491607160677,0.115432375830376,0.219951661216534,"chlb_chla"
"2022","T2-3",31,0.0748522685209289,0.000217093076110258,0.0147340787330005,0.0748522685209289,0.0601181897879284,0.0895863472539294,"b",0.0115974473998744,0.175561316535564,0.219951661216534,"chlb_chla"
"2022","T3-4",30,0.0857600321864386,0.000319025662516283,0.0178612894975778,0.0857600321864386,0.0678987426888608,0.103621321684016,"c",0.011740085820178,0.187924847407003,0.219951661216534,"chlb_chla"
"2022","T4-6",22,0.0848413099436865,0.000441093619485987,0.0210022289170932,0.0848413099436865,0.0638390810265932,0.10584353886078,"a",0.0168821173056531,0.179219347107902,0.219951661216534,"chlb_chla"
"2022","T4-5",28,0.0881416267743836,0.000347816000751828,0.0186498257566077,0.0881416267743836,0.0694918010177759,0.106791452530991,"a",0.0123132972106835,0.210805463831739,0.219951661216534,"chlb_chla"
"2022","T5-6",16,0.0820442804555252,0.00039133922660455,0.0197822957870048,0.0820442804555252,0.0622619846685203,0.10182657624253,"a",0.025892840609033,0.19186531657827,0.219951661216534,"chlb_chla"
"2022","NA",30,0.0817549248491937,0.000646377924855508,0.0254239635945206,0.0817549248491937,0.0563309612546731,0.107178888443714,"a",0.0168250987143259,0.180412136854266,0.219951661216534,"chlb_chla"
"2023","C1",27,0.0608175280017965,4.51425110914776e-05,0.00671881768553646,0.0608175280017965,0.05409871031626,0.067536345687333,"b",0.0115494686292681,0.167303845055852,0.219951661216534,"chlb_chla"
"2023","C2",28,0.0594068202797015,5.51717976886201e-05,0.00742777205416403,0.0594068202797015,0.0519790482255375,0.0668345923338655,"b",0.0113617722946086,0.180416609042303,0.219951661216534,"chlb_chla"
"2023","C3",28,0.0670366669644004,6.70567689394026e-05,0.0081888197525286,0.0670366669644004,0.0588478472118718,0.075225486716929,"ab",0.011307980517612,0.191809367017186,0.219951661216534,"chlb_chla"
"2023","C4",28,0.069433252716233,0.000111140396110138,0.0105423145518495,0.069433252716233,0.0588909381643835,0.0799755672680825,"b",0.0113688604239701,0.207406379850985,0.219951661216534,"chlb_chla"
"2023","C5",28,0.0695574309624063,0.00016550113182723,0.0128647243199079,0.0695574309624063,0.0566927066424983,0.0824221552823142,"b",0.0121053101766979,0.216960656552686,0.219951661216534,"chlb_chla"
"2023","C6",23,0.0810722606695199,0.000317874915612276,0.0178290469630958,0.0810722606695199,0.0632432137064241,0.0989013076326157,"a",0.017497604647314,0.175107553219626,0.219951661216534,"chlb_chla"
"2023","T1-2",26,0.0617264053329692,7.9849125000675e-05,0.00893583376080123,0.0617264053329692,0.052790571572168,0.0706622390937704,"a",0.0133429581761883,0.174164471798366,0.219951661216534,"chlb_chla"
"2023","T1-3",2,0.0513251284514732,2.19137449464396e-05,0.00468121191001215,0.0513251284514732,0.046643916541461,0.0560063403614853,"a",0.0407491607160677,0.115432375830376,0.219951661216534,"chlb_chla"
"2023","T2-3",27,0.0615605907235124,0.000150485125266713,0.0122672378825355,0.0615605907235124,0.0492933528409769,0.0738278286060478,"a c",0.0115974473998744,0.175561316535564,0.219951661216534,"chlb_chla"
