"variable","year","n_days","m","var_v","sd_v","mean_c","ymin","ymax","letter","y"
"NASC","2018",22,2.34157358593216,0.464387088658512,0.681459528261592,219.570295285565,45.7208249304526,1054.46729461084,"a",10544.6729461084
"NASC","2021",29,2.93520508586436,0.257997447878258,0.507934491719413,861.400433259821,267.467238714644,2774.21156320324,"b",27742.1156320324
"NASC","2022",19,3.10006496327214,0.161570820448096,0.401958729782171,1259.11374030074,499.006535344393,3177.04739061178,"b",31770.4739061178
"NASC","2023",26,3.13118661966388,0.197743550146556,0.444683651764438,1352.65368397339,485.850851153624,3765.91290191698,"b",37659.1290191698
