"variable","year","n_days","m","var_v","sd_v","mean_c","ymin","ymax","letter","y"
"FTLE","2018",24,0.0695358673563162,2.23432218765534e-08,0.000149476492722279,0.0695358673563162,0.069386390863594,0.0696853438490385,"a",0.178133189380169
"FTLE","2021",50,0.0686755844117244,2.61089681641142e-08,0.000161582697601303,0.0686755844117244,0.0685140017141231,0.0688371671093257,"b",0.178133189380169
"FTLE","2022",31,0.0669388925575816,6.88298841814773e-08,0.000262354500974306,0.0669388925575816,0.0666765380566073,0.0672012470585559,"c",0.178133189380169
"FTLE","2023",28,0.069206801180452,4.05658915271839e-08,0.000201409760257997,0.069206801180452,0.069005391420194,0.06940821094071,"d",0.178133189380169
