"grid_id","mean_rmse_test","sd_rmse_test","mean_rmse_train","mean_r2_test","mtry","min.node.size","num.trees"
3,0.303530174696193,0.126369840872168,0.143903037843647,-0.0155680516422741,4,5,300
2,0.304489561544522,0.129748117243201,0.144287832488397,-0.0114145756603907,3,5,300
6,0.305097122462129,0.129598891795228,0.143913879345965,-0.0184345586675344,4,10,300
4,0.30660827623456,0.134330693976731,0.146533874665279,-0.0133389982752405,2,10,300
1,0.306876125214109,0.131431021483967,0.146546982948114,-0.0210710189666314,2,5,300
5,0.30794912831997,0.131075338564612,0.144297436555328,-0.0333283753538244,3,10,300
