"combination","validation","FOD_0","log","dist_thr","n_initial","n_removed","percent_removed","n_remaining","mtry","nodesize","ntree","RMSE","RMSE_sd","R2","R2_sd","MAE","MAE_sd"
150,"LOYO",FALSE,FALSE,1,191,93,48.6910994764398,98,9,5,100,1.33851093730865,0.759073826323232,-0.829339419540985,0.870574317915275,1.0737549896099,0.688812259407958
151,"LOYO",FALSE,FALSE,1,191,93,48.6910994764398,98,4,10,100,1.3103987766044,0.72905907344388,-0.816824264634522,0.931139686195199,1.0944788921088,0.611672568923402
152,"LOYO",FALSE,FALSE,1,191,93,48.6910994764398,98,9,10,100,1.3042801617827,0.788232830278793,-0.727189627954406,0.908338902757614,1.04167096422092,0.708838583130826
153,"LOYO",FALSE,FALSE,1,191,93,48.6910994764398,98,4,1,300,1.31874922235989,0.740024180108493,-0.788215560849068,0.852681651898192,1.08609562893307,0.643361914541923
154,"LOYO",FALSE,FALSE,1,191,93,48.6910994764398,98,9,1,300,1.28758996705853,0.753401821601516,-0.670442443904253,0.815318369205341,1.02511897925772,0.679917606399025
155,"LOYO",FALSE,FALSE,1,191,93,48.6910994764398,98,4,3,300,1.30092964154028,0.745329863495762,-0.740004304793291,0.858450838015136,1.07883846374818,0.641946424771788
156,"LOYO",FALSE,FALSE,1,191,93,48.6910994764398,98,9,3,300,1.30271283580086,0.757058726356846,-0.700605313839315,0.808686107211429,1.03622359303001,0.687510742002857
157,"LOYO",FALSE,FALSE,1,191,93,48.6910994764398,98,4,5,300,1.28275638693971,0.734662850691136,-0.671169149059968,0.798131207954242,1.05419396175287,0.631902484817059
158,"LOYO",FALSE,FALSE,1,191,93,48.6910994764398,98,9,5,300,1.30655710312801,0.751138017838562,-0.729774664354231,0.827113922769405,1.03998344224719,0.692695429176922
159,"LOYO",FALSE,FALSE,1,191,93,48.6910994764398,98,4,10,300,1.33034832412196,0.73451906504443,-0.822540674515887,0.849688279849531,1.11773677736881,0.625707133855067
160,"LOYO",FALSE,FALSE,1,191,93,48.6910994764398,98,9,10,300,1.30788015838115,0.761974775037633,-0.733371253707803,0.849941487427987,1.04370320219281,0.68562574922123
161,"LOYO",FALSE,FALSE,1,191,93,48.6910994764398,98,4,1,500,1.31257059569839,0.738043682223941,-0.757676517738164,0.821755784606122,1.07509514254605,0.644061413514776
162,"LOYO",FALSE,FALSE,1,191,93,48.6910994764398,98,9,1,500,1.28991395578641,0.7486375419565,-0.67764005410368,0.807144864885705,1.02872341458326,0.675419930597818
163,"LOYO",FALSE,FALSE,1,191,93,48.6910994764398,98,4,3,500,1.29863531699655,0.748289784492606,-0.719674820501374,0.838979753754745,1.07448469602815,0.637918533367957
164,"LOYO",FALSE,FALSE,1,191,93,48.6910994764398,98,9,3,500,1.2957113289668,0.766021603029117,-0.677354897006845,0.821252907320892,1.03310028009777,0.698371240402136
165,"LOYO",FALSE,FALSE,1,191,93,48.6910994764398,98,4,5,500,1.29801010051567,0.750086930130991,-0.730995329718008,0.864634452995988,1.07490182857014,0.64691536352194
166,"LOYO",FALSE,FALSE,1,191,93,48.6910994764398,98,9,5,500,1.30280683671326,0.754237960791107,-0.720956574366754,0.835119231498337,1.03944509303294,0.68600061386504
167,"LOYO",FALSE,FALSE,1,191,93,48.6910994764398,98,4,10,500,1.32015249339722,0.725865753096979,-0.806916121927954,0.855577772621795,1.09628114517881,0.622468064482573
168,"LOYO",FALSE,FALSE,1,191,93,48.6910994764398,98,9,10,500,1.29735911930291,0.750724051411299,-0.707260448105907,0.828514045420879,1.04043189391333,0.677512057179957
169,"RS",FALSE,FALSE,1,191,93,48.6910994764398,98,4,1,100,0.784054525371057,0.151753636511549,0.377247216784386,0.124245600193949,0.61512543476768,0.116602653335782
170,"RS",FALSE,FALSE,1,191,93,48.6910994764398,98,9,1,100,0.758793793490906,0.141513303228973,0.415200131152826,0.116781247354571,0.591224183457513,0.110777423842256
171,"RS",FALSE,FALSE,1,191,93,48.6910994764398,98,4,3,100,0.784638301284528,0.155804505063406,0.381353589008222,0.0983387090036212,0.61208235364698,0.123986217800269
172,"RS",FALSE,FALSE,1,191,93,48.6910994764398,98,9,3,100,0.769287162797026,0.152345445752179,0.401570695254523,0.111196397086204,0.602020322162472,0.117944237421548
173,"RS",FALSE,FALSE,1,191,93,48.6910994764398,98,4,5,100,0.778907894502742,0.152031749503038,0.38675375934766,0.111138267532143,0.60939157683243,0.121754334353586
174,"RS",FALSE,FALSE,1,191,93,48.6910994764398,98,9,5,100,0.763190856158468,0.152725111341327,0.411089761709418,0.114029801473819,0.595941089346348,0.118152698733198
175,"RS",FALSE,FALSE,1,191,93,48.6910994764398,98,4,10,100,0.789836020249627,0.146919274317819,0.369089635485355,0.113275665382492,0.622298463738141,0.115832502301627
176,"RS",FALSE,FALSE,1,191,93,48.6910994764398,98,9,10,100,0.783043682209805,0.153950852936273,0.379302940269402,0.117580972850688,0.608567575704171,0.114577542407252
177,"RS",FALSE,FALSE,1,191,93,48.6910994764398,98,4,1,300,0.777453693795553,0.146253247181655,0.38738636529175,0.117517007528372,0.612315238018128,0.115928320301496
178,"RS",FALSE,FALSE,1,191,93,48.6910994764398,98,9,1,300,0.756091318677689,0.145407234327112,0.420521984409547,0.114154269062498,0.591247597234477,0.111684777855141
179,"RS",FALSE,FALSE,1,191,93,48.6910994764398,98,4,3,300,0.781251416863135,0.155314856173599,0.385311505662796,0.107848788751194,0.613043966142774,0.123590115765176
180,"RS",FALSE,FALSE,1,191,93,48.6910994764398,98,9,3,300,0.760974445959649,0.155164789986775,0.415488903770719,0.11396511297208,0.593680210044665,0.121487595775687
181,"RS",FALSE,FALSE,1,191,93,48.6910994764398,98,4,5,300,0.78091219044692,0.147712756784701,0.384669677369331,0.102722289986918,0.615476726826155,0.116011087708545
182,"RS",FALSE,FALSE,1,191,93,48.6910994764398,98,9,5,300,0.764712856282466,0.149109615404323,0.40665707648033,0.120968525426025,0.596532810178876,0.118265216114836
183,"RS",FALSE,FALSE,1,191,93,48.6910994764398,98,4,10,300,0.788210187226843,0.147320441546018,0.370909459327106,0.114464734742409,0.621578802617958,0.11925073089093
184,"RS",FALSE,FALSE,1,191,93,48.6910994764398,98,9,10,300,0.772085885376017,0.147712256265555,0.396013353728631,0.110631524040129,0.60256429255925,0.118532039006266
185,"RS",FALSE,FALSE,1,191,93,48.6910994764398,98,4,1,500,0.775802521264151,0.149127616650096,0.390441849534413,0.117779559197168,0.612084034521511,0.11913113462715
186,"RS",FALSE,FALSE,1,191,93,48.6910994764398,98,9,1,500,0.752806499550707,0.146308947527677,0.426692401504796,0.109073397662495,0.588317796323199,0.112721594906009
187,"RS",FALSE,FALSE,1,191,93,48.6910994764398,98,4,3,500,0.779816125305315,0.155642848509337,0.387829678443741,0.105718080406672,0.609658588429417,0.124070617577804
188,"RS",FALSE,FALSE,1,191,93,48.6910994764398,98,9,3,500,0.759021105747242,0.151601440169589,0.417850522105706,0.111963281243799,0.593343461300131,0.119554600522895
189,"RS",FALSE,FALSE,1,191,93,48.6910994764398,98,4,5,500,0.780491500410661,0.148139829124971,0.38417779562666,0.109684022045408,0.615571041044724,0.11695169152553
190,"RS",FALSE,FALSE,1,191,93,48.6910994764398,98,9,5,500,0.767274403420087,0.150206815360359,0.403690223318197,0.115709908466739,0.598072344379172,0.118155600326556
191,"RS",FALSE,FALSE,1,191,93,48.6910994764398,98,4,10,500,0.788053301900385,0.148562257805854,0.370968391753633,0.114865788747436,0.620382360808747,0.122239295788839
192,"RS",FALSE,FALSE,1,191,93,48.6910994764398,98,9,10,500,0.773886100981406,0.147355116194517,0.393436669131561,0.110828629285892,0.604130245956784,0.116095404940851
193,"LOYO",FALSE,TRUE,0.25,191,25,13.0890052356021,166,4,1,100,1.35576436934514,0.591290545385211,-0.818896161762234,0.754944611519331,1.09885781051565,0.504376100732394
194,"LOYO",FALSE,TRUE,0.25,191,25,13.0890052356021,166,9,1,100,1.38421603500154,0.589775335549071,-0.879490515264543,0.718259468371013,1.09257673311465,0.538366352747904
195,"LOYO",FALSE,TRUE,0.25,191,25,13.0890052356021,166,4,3,100,1.34893725305452,0.616157523349778,-0.745128211525112,0.639372213724077,1.09225724431577,0.53802293993343
196,"LOYO",FALSE,TRUE,0.25,191,25,13.0890052356021,166,9,3,100,1.37081285401012,0.547974818724866,-0.811237582431818,0.533966573969634,1.07505439884437,0.509851013446049
197,"LOYO",FALSE,TRUE,0.25,191,25,13.0890052356021,166,4,5,100,1.35427368185518,0.590434823449563,-0.784196396586716,0.665295550183137,1.08462601892162,0.509826972086058
198,"LOYO",FALSE,TRUE,0.25,191,25,13.0890052356021,166,9,5,100,1.37087829628248,0.572924698178602,-0.772358613319353,0.445488335480712,1.06723098679653,0.514949001422509
199,"LOYO",FALSE,TRUE,0.25,191,25,13.0890052356021,166,4,10,100,1.35791819089848,0.581850531611012,-0.812254700920189,0.706632151543542,1.08768325958758,0.50200884143218
200,"LOYO",FALSE,TRUE,0.25,191,25,13.0890052356021,166,9,10,100,1.38622264300962,0.540898304326057,-0.87216508745463,0.593629324174127,1.08990003615625,0.505562612640553
201,"LOYO",FALSE,TRUE,0.25,191,25,13.0890052356021,166,4,1,300,1.34927433672713,0.61641351204557,-0.767310067743448,0.697207887482348,1.0958722004084,0.530172718684049
202,"LOYO",FALSE,TRUE,0.25,191,25,13.0890052356021,166,9,1,300,1.36145786858013,0.56602176224941,-0.781538007668613,0.553115538325149,1.06696407635742,0.518482834270208
203,"LOYO",FALSE,TRUE,0.25,191,25,13.0890052356021,166,4,3,300,1.33932852883393,0.600156082763242,-0.763432414171271,0.727728623440698,1.08552856128437,0.521184428499751
204,"LOYO",FALSE,TRUE,0.25,191,25,13.0890052356021,166,9,3,300,1.36044817201372,0.576203343756665,-0.776415668083335,0.565493399025349,1.07269859200491,0.528919074214712
205,"LOYO",FALSE,TRUE,0.25,191,25,13.0890052356021,166,4,5,300,1.33617302066994,0.612563953017956,-0.76241136493014,0.763290791047066,1.08857880041111,0.524357668387616
206,"LOYO",FALSE,TRUE,0.25,191,25,13.0890052356021,166,9,5,300,1.36467128042616,0.602594917438182,-0.768771410552753,0.561651655314414,1.07414791219986,0.547762452336667
207,"LOYO",FALSE,TRUE,0.25,191,25,13.0890052356021,166,4,10,300,1.33307251819098,0.593332455270333,-0.748995592948933,0.720497039779892,1.08763309788451,0.505000990828422
208,"LOYO",FALSE,TRUE,0.25,191,25,13.0890052356021,166,9,10,300,1.368894218847,0.547565135648811,-0.798177211661495,0.503117958103956,1.06569805921205,0.500474590291477
209,"LOYO",FALSE,TRUE,0.25,191,25,13.0890052356021,166,4,1,500,1.34625447270012,0.600490281204302,-0.77445817668997,0.711331575155304,1.09281182078918,0.522733663817632
210,"LOYO",FALSE,TRUE,0.25,191,25,13.0890052356021,166,9,1,500,1.36957435589342,0.594507733469344,-0.785830320766639,0.556621518584281,1.07262745718726,0.542698367208668
211,"LOYO",FALSE,TRUE,0.25,191,25,13.0890052356021,166,4,3,500,1.3311406053575,0.593593760694945,-0.749373155205931,0.734767668800953,1.07936689403919,0.512773773708755
212,"LOYO",FALSE,TRUE,0.25,191,25,13.0890052356021,166,9,3,500,1.36146865994196,0.577940964570195,-0.794872397892574,0.619696049579731,1.07142402148326,0.532917214143942
213,"LOYO",FALSE,TRUE,0.25,191,25,13.0890052356021,166,4,5,500,1.3430676392373,0.600287650451323,-0.768489333719223,0.716461216030634,1.08941309385651,0.517413562623453
214,"LOYO",FALSE,TRUE,0.25,191,25,13.0890052356021,166,9,5,500,1.3657308497879,0.572958198249419,-0.805686462251092,0.609712998296455,1.07350527067451,0.524168675193316
215,"LOYO",FALSE,TRUE,0.25,191,25,13.0890052356021,166,4,10,500,1.33778138117744,0.575212592002843,-0.752578761907852,0.670259616546653,1.07789428532015,0.494869195492129
216,"LOYO",FALSE,TRUE,0.25,191,25,13.0890052356021,166,9,10,500,1.3585506704661,0.56086664192066,-0.78062373275086,0.56578971064804,1.06506926998821,0.51463254898058
217,"RS",FALSE,TRUE,0.25,191,25,13.0890052356021,166,4,1,100,0.59937896685718,0.0628370619176133,0.598755953510823,0.0660984444232856,0.469237480561644,0.054781174080557
218,"RS",FALSE,TRUE,0.25,191,25,13.0890052356021,166,9,1,100,0.565803579138058,0.0628320885716137,0.637294285327294,0.0894007115383659,0.434701566466148,0.0500955528899085
219,"RS",FALSE,TRUE,0.25,191,25,13.0890052356021,166,4,3,100,0.598549403990527,0.0712622870196302,0.600350885121243,0.071295423079104,0.467662936333753,0.0619918668970128
220,"RS",FALSE,TRUE,0.25,191,25,13.0890052356021,166,9,3,100,0.578216004964468,0.0625987055977555,0.622433572693029,0.0852435833488121,0.442002191522911,0.0582091231177304
221,"RS",FALSE,TRUE,0.25,191,25,13.0890052356021,166,4,5,100,0.593299487682221,0.0759299278308017,0.606162695454551,0.0804078425813052,0.46336607398882,0.0645811554738914
222,"RS",FALSE,TRUE,0.25,191,25,13.0890052356021,166,9,5,100,0.573972552073814,0.0664065395068952,0.628476615773836,0.0840434939510818,0.442662138018536,0.0582308319511589
223,"RS",FALSE,TRUE,0.25,191,25,13.0890052356021,166,4,10,100,0.605452436029269,0.0697670537035087,0.59005031795758,0.0754021212568188,0.47829612724146,0.059967428098348
224,"RS",FALSE,TRUE,0.25,191,25,13.0890052356021,166,9,10,100,0.568834112662847,0.0640220943822989,0.636464969393592,0.0742497535744596,0.439884237977789,0.0612436265632604
225,"RS",FALSE,TRUE,0.25,191,25,13.0890052356021,166,4,1,300,0.59936551276279,0.0620673258055129,0.5986813599215,0.0673458116929465,0.466821031279224,0.0553273870749706
226,"RS",FALSE,TRUE,0.25,191,25,13.0890052356021,166,9,1,300,0.569371004162608,0.0659757244572921,0.634565139300216,0.0831954053684311,0.437758927417263,0.0558129283562166
227,"RS",FALSE,TRUE,0.25,191,25,13.0890052356021,166,4,3,300,0.595928488007424,0.0712939718504215,0.603966268966967,0.068742401447435,0.464772960501237,0.0619125010104934
228,"RS",FALSE,TRUE,0.25,191,25,13.0890052356021,166,9,3,300,0.568800306260504,0.0661250648821251,0.635056423816292,0.0841978725073352,0.437901054383892,0.0591708098298741
229,"RS",FALSE,TRUE,0.25,191,25,13.0890052356021,166,4,5,300,0.592249098651066,0.0669463140786963,0.608731992080971,0.0648139205151838,0.463316723430952,0.0600143771571834
230,"RS",FALSE,TRUE,0.25,191,25,13.0890052356021,166,9,5,300,0.567512407430286,0.0696724580198566,0.637724926700474,0.0798911869948083,0.43748937479724,0.0617247829378985
231,"RS",FALSE,TRUE,0.25,191,25,13.0890052356021,166,4,10,300,0.601926780312856,0.0710050412153897,0.595323860429778,0.0731435481966551,0.47507355962541,0.060355324729297
232,"RS",FALSE,TRUE,0.25,191,25,13.0890052356021,166,9,10,300,0.572800431716087,0.0683685030391308,0.63161759287028,0.0773201247153808,0.445085435690141,0.0624308032440727
233,"RS",FALSE,TRUE,0.25,191,25,13.0890052356021,166,4,1,500,0.596721121905237,0.0669757056757402,0.602573677580843,0.0678225404796186,0.465623632792758,0.0592863600121124
234,"RS",FALSE,TRUE,0.25,191,25,13.0890052356021,166,9,1,500,0.571322696775716,0.0671067931635168,0.632552418011095,0.0811880577616901,0.438023154076478,0.0592131045560632
235,"RS",FALSE,TRUE,0.25,191,25,13.0890052356021,166,4,3,500,0.593991287712304,0.0719807683151404,0.606360632487768,0.0700896767382948,0.463688802754296,0.0628069103394126
236,"RS",FALSE,TRUE,0.25,191,25,13.0890052356021,166,9,3,500,0.568694024350104,0.0683676285660577,0.635304797953019,0.084734603569888,0.436593066760762,0.0608072829297749
237,"RS",FALSE,TRUE,0.25,191,25,13.0890052356021,166,4,5,500,0.591805988073894,0.0661459819843157,0.608968540313743,0.0663357096430302,0.463450399542147,0.0577571132371535
238,"RS",FALSE,TRUE,0.25,191,25,13.0890052356021,166,9,5,500,0.566670053969081,0.0686468387781144,0.638521155016323,0.0807814647803812,0.436565665957421,0.0611579209847926
239,"RS",FALSE,TRUE,0.25,191,25,13.0890052356021,166,4,10,500,0.599565463861844,0.0693286337570194,0.59834959458855,0.071932843733207,0.474282521973638,0.0595850738767061
240,"RS",FALSE,TRUE,0.25,191,25,13.0890052356021,166,9,10,500,0.571923174216497,0.0669088723101162,0.632408443495374,0.0788205555955046,0.444903492037711,0.0606969199266429
241,"LOYO",FALSE,TRUE,0.5,191,56,29.3193717277487,135,4,1,100,1.37157620298347,0.601231383028827,-0.894762974736656,0.900228528016147,1.1150978445191,0.521498399099454
242,"LOYO",FALSE,TRUE,0.5,191,56,29.3193717277487,135,9,1,100,1.35914833255517,0.58194224956448,-0.845028604927802,0.830860979523109,1.06131349550733,0.543480890358285
243,"LOYO",FALSE,TRUE,0.5,191,56,29.3193717277487,135,4,3,100,1.35185377690372,0.569582732572601,-0.926683483383721,1.05848595337845,1.12350733453976,0.488985752258202
244,"LOYO",FALSE,TRUE,0.5,191,56,29.3193717277487,135,9,3,100,1.39003549791987,0.5514817189183,-0.917882035683072,0.784202911519881,1.08513270845099,0.522436561583286
245,"LOYO",FALSE,TRUE,0.5,191,56,29.3193717277487,135,4,5,100,1.33612971398492,0.594408187463113,-0.800717598044385,0.869707058400084,1.09530085373688,0.511849840854094
246,"LOYO",FALSE,TRUE,0.5,191,56,29.3193717277487,135,9,5,100,1.33123194087236,0.589125610117167,-0.734980246958478,0.736210629404267,1.05625895680006,0.53604385776373
247,"LOYO",FALSE,TRUE,0.5,191,56,29.3193717277487,135,4,10,100,1.34209603293502,0.608339695633539,-0.848655922597068,0.960224406309554,1.09883596958398,0.518047506929156
248,"LOYO",FALSE,TRUE,0.5,191,56,29.3193717277487,135,9,10,100,1.33437478126679,0.572472544305716,-0.803786262497911,0.864079188790504,1.05219818487583,0.533935148536228
249,"LOYO",FALSE,TRUE,0.5,191,56,29.3193717277487,135,4,1,300,1.31628461515496,0.601342828802642,-0.750047338342398,0.866112277959327,1.08859267127343,0.518355583406323
250,"LOYO",FALSE,TRUE,0.5,191,56,29.3193717277487,135,9,1,300,1.38587538767638,0.59448401534859,-0.889895297486268,0.79428021690596,1.09078923348245,0.551412112598199
251,"LOYO",FALSE,TRUE,0.5,191,56,29.3193717277487,135,4,3,300,1.30982355684035,0.628700819029093,-0.747394295883467,0.919446543616907,1.08228104035461,0.543362032097685
252,"LOYO",FALSE,TRUE,0.5,191,56,29.3193717277487,135,9,3,300,1.37338521359099,0.591014040471619,-0.849028766793195,0.765089930489371,1.08323275516521,0.549032771791007
253,"LOYO",FALSE,TRUE,0.5,191,56,29.3193717277487,135,4,5,300,1.31159068736168,0.613515419881324,-0.766719498926354,0.936614813269892,1.08295198813001,0.524383261628303
254,"LOYO",FALSE,TRUE,0.5,191,56,29.3193717277487,135,9,5,300,1.35970909486621,0.614475813660694,-0.81447223292938,0.797022021019192,1.08636704315997,0.565338680219299
255,"LOYO",FALSE,TRUE,0.5,191,56,29.3193717277487,135,4,10,300,1.32130649537863,0.577202447706311,-0.807721321042442,0.948452573471988,1.09488770974726,0.489867342213585
256,"LOYO",FALSE,TRUE,0.5,191,56,29.3193717277487,135,9,10,300,1.35101931065796,0.579011660554703,-0.803412187714234,0.772763028015661,1.07111256549457,0.537979198523457
257,"LOYO",FALSE,TRUE,0.5,191,56,29.3193717277487,135,4,1,500,1.33460269666242,0.616233309362438,-0.817485308064463,0.937053654566327,1.10045424709553,0.53529424556375
258,"LOYO",FALSE,TRUE,0.5,191,56,29.3193717277487,135,9,1,500,1.37953928720328,0.600241751161534,-0.880576929100951,0.818331292779483,1.08323098355429,0.569829764777454
259,"LOYO",FALSE,TRUE,0.5,191,56,29.3193717277487,135,4,3,500,1.32073388875339,0.595974094933575,-0.75793327599857,0.855264700870499,1.08574134532079,0.515535388565773
260,"LOYO",FALSE,TRUE,0.5,191,56,29.3193717277487,135,9,3,500,1.37516467950562,0.571535657917771,-0.85848899821765,0.750467873738333,1.0828256843985,0.536000439633539
261,"LOYO",FALSE,TRUE,0.5,191,56,29.3193717277487,135,4,5,500,1.32814793911272,0.599512968969672,-0.789757622314058,0.892062522270142,1.09865835927287,0.515023611746569
262,"LOYO",FALSE,TRUE,0.5,191,56,29.3193717277487,135,9,5,500,1.36598812631569,0.602652541081544,-0.829651549021673,0.779425797629892,1.07547269907817,0.558267049530257
263,"LOYO",FALSE,TRUE,0.5,191,56,29.3193717277487,135,4,10,500,1.33130044593847,0.571994024315028,-0.821219751299013,0.922420802336713,1.10405974742945,0.492425421005211
264,"LOYO",FALSE,TRUE,0.5,191,56,29.3193717277487,135,9,10,500,1.36883507013126,0.565978639556251,-0.857464997688413,0.782519065081043,1.07646240267095,0.540897283209346
265,"RS",FALSE,TRUE,0.5,191,56,29.3193717277487,135,4,1,100,0.656745901856476,0.095013529303012,0.513831760866706,0.112146355970996,0.489706995412338,0.0607534532940616
266,"RS",FALSE,TRUE,0.5,191,56,29.3193717277487,135,9,1,100,0.619534614780118,0.0862759103399883,0.570931772663342,0.075632488900752,0.463534892188222,0.0670865234471328
267,"RS",FALSE,TRUE,0.5,191,56,29.3193717277487,135,4,3,100,0.647672313748489,0.0977007640201887,0.529973822051977,0.0980823735052554,0.487351830103891,0.0746623395307672
268,"RS",FALSE,TRUE,0.5,191,56,29.3193717277487,135,9,3,100,0.613533222954079,0.0997726450953213,0.579727646193133,0.0894422728022136,0.455808778364427,0.07989210230427
269,"RS",FALSE,TRUE,0.5,191,56,29.3193717277487,135,4,5,100,0.652734085069603,0.0950318267649915,0.519028713632495,0.116353137882313,0.489490163380386,0.0666914549735301
270,"RS",FALSE,TRUE,0.5,191,56,29.3193717277487,135,9,5,100,0.624377397884095,0.0913650400593991,0.564440065770039,0.0813114309927602,0.465223258136898,0.0710998544849853
271,"RS",FALSE,TRUE,0.5,191,56,29.3193717277487,135,4,10,100,0.672673095868777,0.0999642370324228,0.491328356431051,0.112973268949501,0.508088034069282,0.0667770944304305
272,"RS",FALSE,TRUE,0.5,191,56,29.3193717277487,135,9,10,100,0.643105770296292,0.0931530997295168,0.539178552216077,0.0781461261352924,0.47703903577174,0.0771656542642359
273,"RS",FALSE,TRUE,0.5,191,56,29.3193717277487,135,4,1,300,0.656082991899108,0.095106423091771,0.51542859348501,0.109523057716729,0.493047879205714,0.0629674193248739
274,"RS",FALSE,TRUE,0.5,191,56,29.3193717277487,135,9,1,300,0.612364703931005,0.0881009458215064,0.58075318237279,0.0789423390777469,0.455745312111188,0.0714275407569396
275,"RS",FALSE,TRUE,0.5,191,56,29.3193717277487,135,4,3,300,0.648344706912173,0.099867424937138,0.529761256404732,0.0962724483883941,0.486637019717266,0.0729752397496005
276,"RS",FALSE,TRUE,0.5,191,56,29.3193717277487,135,9,3,300,0.616193321983502,0.0954004157177335,0.576767951554474,0.0806415930996392,0.458809891516885,0.0786967263923918
277,"RS",FALSE,TRUE,0.5,191,56,29.3193717277487,135,4,5,300,0.654925437715704,0.0974937482107106,0.516794447223653,0.112264680656979,0.493888017628747,0.0696274271658852
278,"RS",FALSE,TRUE,0.5,191,56,29.3193717277487,135,9,5,300,0.622028973903651,0.087307804961217,0.567483587425195,0.0779461475486222,0.46522159684647,0.0689959251378069
279,"RS",FALSE,TRUE,0.5,191,56,29.3193717277487,135,4,10,300,0.669121361055502,0.0970734903996104,0.497447597107007,0.1056397124774,0.505721794488207,0.0657976983020808
280,"RS",FALSE,TRUE,0.5,191,56,29.3193717277487,135,9,10,300,0.634503527527057,0.0907054776991911,0.550702636663988,0.0789368618480199,0.472013329514832,0.0737018841407804
281,"RS",FALSE,TRUE,0.5,191,56,29.3193717277487,135,4,1,500,0.653004233560341,0.0956154094940957,0.520288281409344,0.106568252514075,0.49106928993246,0.0644545269637026
282,"RS",FALSE,TRUE,0.5,191,56,29.3193717277487,135,9,1,500,0.611018898943093,0.0900990291318758,0.583029957782979,0.0783293178836491,0.456281053814244,0.071841560307486
283,"RS",FALSE,TRUE,0.5,191,56,29.3193717277487,135,4,3,500,0.649500630478154,0.101795277194696,0.527642915980914,0.100279551978245,0.487671060363362,0.0738351726494455
284,"RS",FALSE,TRUE,0.5,191,56,29.3193717277487,135,9,3,500,0.617217189665041,0.0953255272756006,0.575526080128693,0.0791441268956739,0.459096079971149,0.0780924383606688
285,"RS",FALSE,TRUE,0.5,191,56,29.3193717277487,135,4,5,500,0.655040993974228,0.0979896575949719,0.517540708932764,0.108268205589409,0.4946472490264,0.0681623295606021
286,"RS",FALSE,TRUE,0.5,191,56,29.3193717277487,135,9,5,500,0.620638583776259,0.0875165353073821,0.569272582192792,0.0791199015897837,0.464554335341607,0.0703179809258918
287,"RS",FALSE,TRUE,0.5,191,56,29.3193717277487,135,4,10,500,0.667561875067767,0.0958148683204749,0.499428403890179,0.106410100930616,0.504217661691408,0.0643176806245885
288,"RS",FALSE,TRUE,0.5,191,56,29.3193717277487,135,9,10,500,0.634600806240169,0.0924936012686143,0.55074097874905,0.0795965600667505,0.471892005798611,0.0753528942024698
289,"LOYO",FALSE,TRUE,0.75,191,77,40.3141361256544,114,4,1,100,1.34167191123451,0.644175969470638,-0.7622899806408,0.697641989478127,1.08507663033064,0.557548509289336
290,"LOYO",FALSE,TRUE,0.75,191,77,40.3141361256544,114,9,1,100,1.34890004396884,0.711185408310125,-0.721667981004183,0.690438230998867,1.066685157368,0.643643916271137
291,"LOYO",FALSE,TRUE,0.75,191,77,40.3141361256544,114,4,3,100,1.32750996680764,0.678380977577804,-0.751975623818385,0.810491755340583,1.10249345719694,0.576780139499622
292,"LOYO",FALSE,TRUE,0.75,191,77,40.3141361256544,114,9,3,100,1.31293423656073,0.658279891026834,-0.683021873156959,0.703562032267084,1.04022888854759,0.58496939704806
293,"LOYO",FALSE,TRUE,0.75,191,77,40.3141361256544,114,4,5,100,1.29161513716911,0.684286398109934,-0.661061547589659,0.806617249359946,1.05845982941139,0.583098531722732
294,"LOYO",FALSE,TRUE,0.75,191,77,40.3141361256544,114,9,5,100,1.32944596781937,0.682496507585559,-0.699740412291109,0.691350673883572,1.06376452678938,0.609443222521562
295,"LOYO",FALSE,TRUE,0.75,191,77,40.3141361256544,114,4,10,100,1.33981140917389,0.669096804869822,-0.79372060738339,0.823957043256274,1.12223792916603,0.556979327842991
296,"LOYO",FALSE,TRUE,0.75,191,77,40.3141361256544,114,9,10,100,1.32854113083879,0.619302379561032,-0.710174398416598,0.602619747761342,1.03833699699381,0.564704989200001
297,"LOYO",FALSE,TRUE,0.75,191,77,40.3141361256544,114,4,1,300,1.3334242334653,0.674230411521981,-0.751670770663035,0.771151036115837,1.09628801661916,0.570946636755632
298,"LOYO",FALSE,TRUE,0.75,191,77,40.3141361256544,114,9,1,300,1.35023814052432,0.643722833089486,-0.772971021496832,0.667328456875008,1.06509182924739,0.576882336964683
299,"LOYO",FALSE,TRUE,0.75,191,77,40.3141361256544,114,4,3,300,1.32616644989931,0.656117797970263,-0.740766597099622,0.759441424626297,1.09513911978648,0.557338241169288
300,"LOYO",FALSE,TRUE,0.75,191,77,40.3141361256544,114,9,3,300,1.32086924051461,0.660735082351714,-0.673464058819354,0.638672376114154,1.03799794977776,0.592330463375173
301,"LOYO",FALSE,TRUE,0.75,191,77,40.3141361256544,114,4,5,300,1.31733569653613,0.644226025836771,-0.733880141592487,0.777373830487421,1.07387250627981,0.555536557520775
302,"LOYO",FALSE,TRUE,0.75,191,77,40.3141361256544,114,9,5,300,1.33087038440929,0.657768296410172,-0.711781927305212,0.664050728559235,1.04867858426177,0.596583589402024
303,"LOYO",FALSE,TRUE,0.75,191,77,40.3141361256544,114,4,10,300,1.31232114759255,0.654006860383878,-0.709397758091037,0.761926299149865,1.08397942598558,0.558279618238851
