"grid_id","mean_rmse_test","sd_rmse_test","mean_rmse_train","mean_r2_test","mtry","min.node.size","num.trees"
4,0.368363487871661,0.0859569889025697,0.207079796197042,-0.26369507292859,2,10,300
1,0.369906884787833,0.0848857462262724,0.207346199927781,-0.2838420638609,2,5,300
6,0.37479933437114,0.107549672192793,0.200654219295294,-0.333079360328896,4,10,300
5,0.378227623863956,0.10260818715959,0.201527383922151,-0.346670916692381,3,10,300
2,0.380077141569963,0.102087543250811,0.201522736356794,-0.374200362925395,3,5,300
3,0.382924202331595,0.109998070842232,0.200650772422127,-0.402476542527033,4,5,300
