"year","fod","n_days","log_mean","var_log","sd_log","mean_c","ymin","ymax","letter","y","pigment"
"2018","1",16,-1.38704047518745,0.0104628480247484,0.102288063940757,0.0410165874745186,0.0324094350682059,0.0519095888130816,"a",1.64152533052134,"DvChla"
"2018","2",28,-1.54539525786859,0.0102892079429649,0.101435733067617,0.0284842469377065,0.0225511663753153,0.0359782864489155,"a",1.13773331488544,"DvChla"
"2018","3",37,-1.53946224709251,0.00264621113814828,0.0514413368619856,0.0288760478568958,0.0256505343094533,0.0325071645593925,"a",1.02796680281584,"DvChla"
"2018","4",44,-1.55456438662858,0.00205872770171754,0.045373204666604,0.0278891715284857,0.0251224741892592,0.0309605607586946,"a",0.979058896335056,"DvChla"
"2018","5",54,-1.65437114230403,0.00106054145887888,0.0325659555192056,0.0221630158832486,0.0205618838783904,0.0238888263325599,"ab",0.755431018390963,"DvChla"
"2018","6",54,-1.66322315093926,0.000521770340711396,0.0228422928076714,0.0217158507956009,0.020603194207631,0.0228885953811053,"a",0.723800938463026,"DvChla"
"2018","7",7,-1.46152001580961,0.0075421535865876,0.0868455732123843,0.0345525404599806,0.0282900953341132,0.0422012735601841,"a",1.33452144610025,"DvChla"
"2018","9",14,-1.5607428075258,0.0161536167245474,0.127096879287209,0.0274952195873785,0.0205191947383638,0.0368429224342184,"a",1.16507550549045,"DvChla"
"2018","10",20,-1.53928049171112,0.0044191602960896,0.0664767650844233,0.0288881352208966,0.0247880716725693,0.0336663685487201,"a",1.06462405160613,"DvChla"
"2018","11",41,-1.63017733496611,0.00287864784888939,0.0536530320568129,0.0234327179446788,0.0207095009227023,0.026514027176432,"a",0.838447158211282,"DvChla"
"2018","12",29,-1.59933954687284,0.010909294840419,0.104447569815764,0.0251570928767429,0.0197793895247441,0.0319969087628986,"a",1.0118310977536,"DvChla"
"2018","13",54,-1.69030233138293,0.00027029137698491,0.016440540653668,0.0204031709620463,0.0196452304616874,0.0211903538682504,"ab",0.670097826486309,"DvChla"
"2018",NA,8,-1.5702796507842,0.00269672686044107,0.0519300188758012,0.0268980222945025,0.0238665876827787,0.0303144971108546,"a",0.958628569928943,"DvChla"
"2021","1",46,-1.49132902683645,0.00396636082461545,0.0629790506804878,0.0322604910119741,0.0279056358374864,0.0372949495361653,"b",1.17936985755322,"DvChla"
"2021","2",41,-1.49340421271197,0.00274956483777282,0.0524362931353163,0.032106708664932,0.0284550592438475,0.0362269757536249,"b",1.1455975612115,"DvChla"
"2021","3",22,-1.39368686921349,0.00750124688294113,0.0866097389612804,0.0403936530389811,0.0330905047539364,0.0493086224573074,"b",1.5592755525042,"DvChla"
"2021","4",43,-1.49909322296919,0.00644710086501701,0.0802938407663814,0.0316888717629807,0.0263398280962869,0.0381241893432173,"b",1.20559272272086,"DvChla"
"2021","5",54,-1.64743922952347,0.000768671111491428,0.0277249186020704,0.0225196050971633,0.0211269036583975,0.0240041144661825,"a",0.759076749285337,"DvChla"
"2021","6",54,-1.63389046098689,0.0010991792413942,0.0331538721930668,0.0232332271765307,0.0215256198800204,0.0250762973630924,"b",0.792982149510465,"DvChla"
"2021","7",40,-1.49263921915716,0.00276634706315412,0.0525960745983397,0.0321633132752684,0.028494740500792,0.0363041986928887,"a",1.14803956496836,"DvChla"
"2021","9",8,-1.3521966148225,0.00435650059618223,0.0660037922863696,0.0444430018511045,0.0381768061626919,0.051737707054906,"b",1.63608995208065,"DvChla"
"2021","10",19,-1.46160784567184,0.00788211654245716,0.0887812848659961,0.0345455534082251,0.028158587737519,0.0423812185257584,"b",1.3402118055472,"DvChla"
"2021","11",39,-1.60147987606682,0.00380877781653254,0.0617152964550325,0.0250334164320904,0.0217172498341208,0.0288559528968472,"a",0.912505352085711,"DvChla"
"2021","12",25,-1.56203451052803,0.00335811945993242,0.0579492835152638,0.0274135632570322,0.0239892243456569,0.0313267090098043,"a",0.990637520682997,"DvChla"
"2021","13",54,-1.65220356497577,0.000835908568654321,0.0289120834367626,0.0222739086925213,0.0208393587727192,0.0238072108577667,"c",0.752850110464337,"DvChla"
"2021",NA,13,-1.50261978124124,0.00445042381087567,0.0667114968418163,0.031432593693283,0.026956823923131,0.0366514968196691,"ab",1.15902209604572,"DvChla"
"2022","1",50,-1.51512564218348,0.00382210600998315,0.0618231834345592,0.0305403744681068,0.0264881223868848,0.0352125552362295,"b",1.11351876780974,"DvChla"
"2022","2",45,-1.471944709524,0.00510495011553942,0.0714489336207296,0.0337330251785643,0.0286158306423884,0.039765296416455,"b",1.25748908507729,"DvChla"
"2022","3",43,-1.46649080434848,0.00659145294317201,0.0811877635064054,0.0341593183425018,0.0283348835510827,0.0411810067093004,"c",1.30225777540065,"DvChla"
"2022","4",54,-1.54226301592418,0.00763901797994478,0.087401475845347,0.0286904251615744,0.0234604051677061,0.03508637170022,"a",1.1095284940397,"DvChla"
"2022","5",54,-1.66798879925338,0.00153772828574213,0.0392138787388105,0.0214788586883655,0.0196244422310695,0.0235085086813003,"bc",0.743404318267505,"DvChla"
"2022","6",54,-1.63948376393749,0.00113278228146157,0.0336568311262598,0.0229359237460192,0.0212255721086471,0.0247840951184018,"b",0.783741903204103,"DvChla"
"2022","7",45,-1.49775075626821,0.00477922795682092,0.0691319604583937,0.0317869781752847,0.027109236307604,0.0372718718465931,"a",1.1786400769314,"DvChla"
"2022","9",20,-1.40529217473703,0.00785106971864565,0.0886062622992621,0.0393285400852154,0.0320701922188621,0.0482296474769703,"b",1.52515536774219,"DvChla"
"2022","10",35,-1.48131820497496,0.00573218349922617,0.0757111847696638,0.033012756990202,0.0277313243380823,0.0393000388588545,"ab",1.24277634927105,"DvChla"
"2022","11",46,-1.61572604666285,0.00635260808490597,0.0797032501527132,0.0242255671574271,0.0201637220953934,0.0291056433590248,"a",0.920401257790724,"DvChla"
"2022","12",36,-1.5449897685134,0.00904272734924685,0.0950932560660684,0.0285108543505965,0.0229042974680225,0.0354897947398651,"a",1.12228585069837,"DvChla"
"2022","13",54,-1.67865001895894,0.000767350062688464,0.0277010841428357,0.0209580069983042,0.0196629600524662,0.0223383486600675,"a",0.706400609327836,"DvChla"
"2022",NA,5,-1.41054206070163,0.0114510990837021,0.107009808352796,0.0388559864752396,0.0303702334974387,0.0497127453791665,"b",1.57205504138177,"DvChla"
"2023","1",29,-1.53118895319032,0.00751579091490024,0.0866936613305739,0.0294314085112301,0.0241055689019364,0.0359339292293295,"b",1.1363306164398,"DvChla"
"2023","2",30,-1.55919018859915,0.00739779236727184,0.0860104201086812,0.0275936919363794,0.0226359846778432,0.0336372305210608,"a",1.06370262626684,"DvChla"
"2023","3",33,-1.48845957918892,0.00391103419623908,0.0625382618581543,0.0324743465401067,0.0281191480887869,0.0375040943586578,"c",1.18598359755231,"DvChla"
"2023","4",32,-1.49611296271768,0.00280121249490885,0.0529264819812242,0.0319070782404717,0.0282462341747667,0.0360423848200285,"b",1.13976028335568,"DvChla"
"2023","5",34,-1.68117631037607,0.000546383868672628,0.0233748554791816,0.0208364481482688,0.0197446224693291,0.0219886489149087,"c",0.695342132409014,"DvChla"
"2023","6",34,-1.6701771527409,0.000406295180461189,0.0201567651288888,0.0213709017281112,0.0204016870816776,0.0223861604603649,"a",0.707912551207566,"DvChla"
"2023","7",25,-1.5624316811994,0.00476767669015165,0.069048364862259,0.0273885044853607,0.0233625344041485,0.0321082535382558,"b",1.01535212871049,"DvChla"
"2023","9",19,-1.4905318380571,0.00708558024708566,0.0841758887513857,0.0323197625906259,0.0266251628757617,0.0392323254054286,"a",1.24063506186043,"DvChla"
"2023","10",24,-1.47166699766222,0.00600257373474871,0.0774762785292938,0.0337546028349297,0.028239481848382,0.0403468172206965,"b",1.27587838755905,"DvChla"
"2023","11",30,-1.59355667871665,0.00400643826544597,0.0632964316959966,0.0254943134600224,0.0220367167557979,0.0294944127113163,"a",0.932695224167817,"DvChla"
"2023","12",13,-1.53515096698291,0.0102672061947449,0.101327223364429,0.0291641305082502,0.0230952043684648,0.036827840738384,"a",1.16459858039231,"DvChla"
"2023","13",34,-1.69573240573837,0.00134106540521357,0.036620559870291,0.0201496540562709,0.0185202580844723,0.0219224028485757,"b",0.693247247852627,"DvChla"
"2023",NA,12,-1.47963730019755,0.00384639027034773,0.0620192733781018,0.0331407780207034,0.0287305160287428,0.0382280348434659,"b",1.20887660577631,"DvChla"
